Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8315      -17782.1957  -17782.6667       0.4710   260.3
0.8320      -17782.2041  -17782.6067       0.4026   222.5
0.8325      -17782.2170  -17782.5586       0.3417   188.8
0.8330      -17782.2183  -17782.5364       0.3181   175.8
0.8335      -17782.2308  -17782.5450       0.3142   173.6
0.8340      -17782.2238  -17782.5836       0.3598   198.8
0.8345      -17782.2055  -17782.6432       0.4378   241.9
0.8350      -17782.1882  -17782.7121       0.5239   289.5
0.8355      -17782.1877  -17782.7757       0.5880   324.9
0.8360      -17782.1577  -17782.8221       0.6644   367.2
0.8365      -17782.1646  -17782.8422       0.6776   374.4
0.8370      -17782.1592  -17782.8330       0.6738   372.3
0.8375      -17782.1656  -17782.8008       0.6352   351.0
0.8380      -17782.1880  -17782.7541       0.5661   312.9
0.8385      -17782.1719  -17782.7021       0.5302   293.0
0.8390      -17782.1466  -17782.6529       0.5063   279.8
0.8395      -17782.1324  -17782.6139       0.4816   266.1
0.8400      -17782.1308  -17782.5934       0.4626   255.6
0.8405      -17782.1629  -17782.5941       0.4312   238.3
0.8410      -17782.1785  -17782.6180       0.4395   242.9
0.8415      -17782.1936  -17782.6640       0.4704   260.0
0.8420      -17782.1879  -17782.7255       0.5377   297.1
0.8425      -17782.1915  -17782.7922       0.6007   331.9
0.8430      -17782.1918  -17782.8510       0.6593   364.3
0.8435      -17782.1958  -17782.8941       0.6984   385.9
0.8440      -17782.1735  -17782.9169       0.7434   410.8
0.8445      -17782.1496  -17782.9158       0.7662   423.4
0.8450      -17782.1582  -17782.8879       0.7297   403.2
0.8455      -17782.1343  -17782.8430       0.7087   391.6
0.8460      -17782.1121  -17782.7920       0.6799   375.7
0.8465      -17782.1230  -17782.7520       0.6290   347.6
0.8470      -17782.1324  -17782.7325       0.6001   331.6
0.8475      -17782.1224  -17782.7368       0.6143   339.5
0.8480      -17782.1401  -17782.7700       0.6299   348.1
0.8485      -17782.1514  -17782.8247       0.6733   372.0
0.8490      -17782.1598  -17782.8888       0.7290   402.9
0.8495      -17782.1609  -17782.9477       0.7869   434.8
0.8500      -17782.1959  -17782.9904       0.7945   439.0
0.8505      -17782.2154  -17783.0119       0.7965   440.1
0.8510      -17782.1972  -17783.0068       0.8096   447.4
0.8515      -17782.1918  -17782.9766       0.7848   433.7
0.8520      -17782.1997  -17782.9288       0.7291   402.9
0.8525      -17782.2305  -17782.8733       0.6428   355.2
0.8530      -17782.2492  -17782.8191       0.5700   315.0
0.8535      -17782.2261  -17782.7757       0.5496   303.7
0.8540      -17782.2720  -17782.7533       0.4812   265.9
0.8545      -17782.2733  -17782.7538       0.4805   265.5
0.8550      -17782.2719  -17782.7750       0.5031   278.0
0.8555      -17782.2722  -17782.8159       0.5437   300.4
0.8560      -17782.2889  -17782.8700       0.5810   321.1
0.8565      -17782.2815  -17782.9299       0.6484   358.3
0.8570      -17782.3162  -17782.9836       0.6674   368.8
0.8575      -17782.3472  -17783.0224       0.6752   373.1
0.8580      -17782.3284  -17783.0409       0.7125   393.7
0.8585      -17782.3459  -17783.0366       0.6907   381.7
0.8590      -17782.3485  -17783.0111       0.6626   366.2
0.8595      -17782.3767  -17782.9703       0.5936   328.0
0.8600      -17782.3703  -17782.9230       0.5527   305.4
0.8605      -17782.3586  -17782.8793       0.5207   287.7
0.8610      -17782.3425  -17782.8449       0.5024   277.6
0.8615      -17782.3265  -17782.8329       0.5065   279.9
0.8620      -17782.3399  -17782.8458       0.5059   279.6
0.8625      -17782.3223  -17782.8792       0.5568   307.7
0.8630      -17782.3297  -17782.9208       0.5910   326.6
0.8635      -17782.3377  -17782.9636       0.6259   345.9
0.8640      -17782.3326  -17782.9996       0.6670   368.6
0.8645      -17782.3203  -17783.0232       0.7029   388.4
0.8650      -17782.3173  -17783.0301       0.7128   393.9
0.8655      -17782.3213  -17783.0182       0.6969   385.1
0.8660      -17782.2949  -17782.9893       0.6943   383.7
0.8665      -17782.3151  -17782.9443       0.6292   347.7
0.8670      -17782.3012  -17782.8953       0.5941   328.3
0.8675      -17782.3065  -17782.8477       0.5412   299.0
0.8680      -17782.3091  -17782.8085       0.4994   276.0
0.8685      -17782.2958  -17782.7838       0.4880   269.7
0.8690      -17782.2609  -17782.7732       0.5123   283.1
0.8695      -17782.2496  -17782.7770       0.5274   291.4
0.8700      -17782.2534  -17782.7919       0.5385   297.6
0.8705      -17782.2514  -17782.8126       0.5613   310.1
0.8710      -17782.2247  -17782.8359       0.6112   337.7
0.8715      -17782.2242  -17782.8591       0.6349   350.8
0.8720      -17782.2391  -17782.8788       0.6398   353.5
0.8725      -17782.2366  -17782.8923       0.6557   362.4
0.8730      -17782.2046  -17782.8984       0.6938   383.4
0.8735      -17782.2175  -17782.8965       0.6790   375.2
0.8740      -17782.1951  -17782.8863       0.6912   382.0
0.8745      -17782.1571  -17782.8745       0.7175   396.5
0.8750      -17782.1624  -17782.8697       0.7073   390.9
0.8755      -17782.1344  -17782.8759       0.7415   409.8
0.8760      -17782.1103  -17782.8925       0.7823   432.3
0.8765      -17782.0737  -17782.9192       0.8455   467.2
0.8770      -17782.0617  -17782.9546       0.8929   493.4
0.8775      -17782.0481  -17782.9941       0.9460   522.7
0.8780      -17782.0211  -17783.0300       1.0090   557.5
0.8785      -17781.9690  -17783.0573       1.0884   601.4
0.8790      -17782.0138  -17783.0692       1.0553   583.2
0.8795      -17782.0471  -17783.0648       1.0177   562.4
0.8800      -17782.0532  -17783.0454       0.9922   548.3
0.8805      -17782.1214  -17783.0141       0.8928   493.3
0.8810      -17782.1113  -17782.9768       0.8655   478.3
0.8815      -17782.1412  -17782.9381       0.7970   440.4
0.8820      -17782.1492  -17782.9045       0.7552   417.3
0.8825      -17782.1190  -17782.8764       0.7574   418.6
0.8830      -17782.1446  -17782.8585       0.7139   394.5
0.8835      -17782.1650  -17782.8538       0.6888   380.6
0.8840      -17782.1458  -17782.8626       0.7168   396.1
0.8845      -17782.1420  -17782.8777       0.7357   406.5
0.8850      -17782.1367  -17782.8952       0.7585   419.1
0.8855      -17782.1114  -17782.9100       0.7985   441.3
0.8860      -17782.1309  -17782.9182       0.7873   435.1
0.8865      -17782.1493  -17782.9162       0.7669   423.8
0.8870      -17782.1141  -17782.9044       0.7903   436.7
0.8875      -17782.1118  -17782.8830       0.7712   426.2
0.8880      -17782.1392  -17782.8553       0.7161   395.7
0.8885      -17782.1302  -17782.8255       0.6953   384.2
0.8890      -17782.1473  -17782.7981       0.6509   359.7
0.8895      -17782.1515  -17782.7772       0.6258   345.8
0.8900      -17782.1624  -17782.7660       0.6037   333.6
0.8905      -17782.1714  -17782.7693       0.5978   330.4
0.8910      -17782.1607  -17782.7849       0.6243   345.0
0.8915      -17782.1810  -17782.8105       0.6294   347.8
0.8920      -17782.1945  -17782.8426       0.6481   358.2
0.8925      -17782.1908  -17782.8803       0.6896   381.1
0.8930      -17782.2026  -17782.9180       0.7154   395.3
0.8935      -17782.1951  -17782.9525       0.7574   418.5
0.8940      -17782.2158  -17782.9795       0.7637   422.0
0.8945      -17782.2077  -17782.9990       0.7912   437.2
0.8950      -17782.1758  -17783.0111       0.8353   461.6
0.8955      -17782.1854  -17783.0163       0.8309   459.2
0.8960      -17782.2116  -17783.0167       0.8051   444.9
0.8965      -17782.2270  -17783.0178       0.7908   437.0
0.8970      -17782.2419  -17783.0213       0.7794   430.7
0.8975      -17782.2811  -17783.0272       0.7461   412.3
0.8980      -17782.2640  -17783.0378       0.7738   427.6
0.8985      -17782.3087  -17783.0550       0.7462   412.4
0.8990      -17782.2716  -17783.0772       0.8056   445.2
0.8995      -17782.2776  -17783.1006       0.8230   454.8
0.9000      -17782.2623  -17783.1220       0.8597   475.1
0.9005      -17782.2941  -17783.1382       0.8442   466.5
0.9010      -17782.2547  -17783.1463       0.8916   492.7
0.9015      -17782.2918  -17783.1439       0.8520   470.8
0.9020      -17782.3038  -17783.1317       0.8279   457.5
0.9025      -17782.3171  -17783.1102       0.7931   438.3
0.9030      -17782.3194  -17783.0829       0.7635   421.9
0.9035      -17782.3411  -17783.0524       0.7112   393.0
0.9040      -17782.3362  -17783.0243       0.6881   380.2
0.9045      -17782.3511  -17783.0042       0.6531   360.9
0.9050      -17782.3568  -17782.9975       0.6407   354.1
0.9055      -17782.3804  -17783.0018       0.6214   343.4
0.9060      -17782.3821  -17783.0190       0.6369   351.9
0.9065      -17782.4249  -17783.0457       0.6208   343.0
0.9070      -17782.4295  -17783.0731       0.6435   355.6
0.9075      -17782.4257  -17783.0970       0.6712   370.9
0.9080      -17782.4203  -17783.1123       0.6920   382.4
0.9085      -17782.4607  -17783.1159       0.6552   362.1
0.9090      -17782.4533  -17783.1065       0.6532   361.0
0.9095      -17782.4470  -17783.0859       0.6389   353.1
0.9100      -17782.4250  -17783.0573       0.6323   349.4
0.9105      -17782.4333  -17783.0246       0.5913   326.7
0.9110      -17782.4665  -17782.9916       0.5251   290.2
0.9115      -17782.4882  -17782.9640       0.4758   262.9
0.9120      -17782.4822  -17782.9456       0.4634   256.1
0.9125      -17782.4602  -17782.9362       0.4760   263.0
0.9130      -17782.4712  -17782.9384       0.4672   258.2
0.9135      -17782.4558  -17782.9486       0.4928   272.3
0.9140      -17782.4527  -17782.9645       0.5119   282.9
0.9145      -17782.4663  -17782.9855       0.5192   286.9
0.9150      -17782.4976  -17783.0084       0.5109   282.3
0.9155      -17782.4574  -17783.0319       0.5745   317.5
0.9160      -17782.4798  -17783.0500       0.5702   315.1
0.9165      -17782.4951  -17783.0590       0.5639   311.6
0.9170      -17782.5263  -17783.0557       0.5294   292.5
0.9175      -17782.5445  -17783.0432       0.4986   275.5
0.9180      -17782.5707  -17783.0262       0.4555   251.7
0.9185      -17782.5782  -17783.0085       0.4303   237.8
0.9190      -17782.5911  -17782.9968       0.4057   224.2
0.9195      -17782.5894  -17782.9936       0.4042   223.4
0.9200      -17782.5999  -17782.9982       0.3983   220.1
0.9205      -17782.6234  -17783.0098       0.3863   213.5
0.9210      -17782.6168  -17783.0254       0.4086   225.8
0.9215      -17782.6419  -17783.0451       0.4032   222.8
0.9220      -17782.6317  -17783.0616       0.4298   237.5
0.9225      -17782.6401  -17783.0706       0.4305   237.9
0.9230      -17782.6311  -17783.0725       0.4414   243.9
0.9235      -17782.6170  -17783.0683       0.4513   249.4
0.9240      -17782.6143  -17783.0601       0.4458   246.3
0.9245      -17782.5790  -17783.0482       0.4692   259.3
0.9250      -17782.6006  -17783.0341       0.4335   239.5
0.9255      -17782.6214  -17783.0235       0.4021   222.2
0.9260      -17782.6193  -17783.0188       0.3995   220.8
0.9265      -17782.6176  -17783.0243       0.4067   224.7
0.9270      -17782.5972  -17783.0384       0.4412   243.8
0.9275      -17782.5728  -17783.0588       0.4860   268.6
0.9280      -17782.5682  -17783.0849       0.5167   285.5
0.9285      -17782.5727  -17783.1139       0.5413   299.1
0.9290      -17782.5808  -17783.1431       0.5623   310.7
0.9295      -17782.5952  -17783.1678       0.5725   316.4
0.9300      -17782.6216  -17783.1859       0.5643   311.8
0.9305      -17782.6242  -17783.1951       0.5709   315.5
0.9310      -17782.6212  -17783.1944       0.5732   316.7
0.9315      -17782.5994  -17783.1820       0.5826   321.9
0.9320      -17782.5889  -17783.1589       0.5701   315.0
0.9325      -17782.5889  -17783.1320       0.5430   300.1
0.9330      -17782.6064  -17783.1055       0.4991   275.8
0.9335      -17782.6076  -17783.0844       0.4768   263.5
0.9340      -17782.6114  -17783.0735       0.4621   255.4
0.9345      -17782.5878  -17783.0740       0.4861   268.6
0.9350      -17782.6022  -17783.0835       0.4813   266.0
0.9355      -17782.6103  -17783.0998       0.4895   270.5
0.9360      -17782.6225  -17783.1191       0.4966   274.4
0.9365      -17782.6278  -17783.1381       0.5103   282.0
0.9370      -17782.6400  -17783.1536       0.5137   283.9
0.9375      -17782.6275  -17783.1649       0.5373   296.9
0.9380      -17782.6433  -17783.1701       0.5269   291.1
0.9385      -17782.6395  -17783.1692       0.5297   292.7
0.9390      -17782.6402  -17783.1647       0.5245   289.8
0.9395      -17782.6189  -17783.1573       0.5384   297.5
0.9400      -17782.6242  -17783.1497       0.5255   290.4
0.9405      -17782.6293  -17783.1447       0.5154   284.8
0.9410      -17782.6309  -17783.1450       0.5141   284.1
0.9415      -17782.6716  -17783.1501       0.4784   264.4
0.9420      -17782.6386  -17783.1600       0.5214   288.1
0.9425      -17782.6396  -17783.1722       0.5326   294.3
0.9430      -17782.6042  -17783.1851       0.5809   321.0
0.9435      -17782.6441  -17783.1987       0.5546   306.4
0.9440      -17782.6265  -17783.2090       0.5825   321.9
0.9445      -17782.6108  -17783.2166       0.6058   334.8
0.9450      -17782.6274  -17783.2215       0.5941   328.3
0.9455      -17782.6242  -17783.2242       0.6000   331.5
0.9460      -17782.6219  -17783.2261       0.6042   333.9
0.9465      -17782.6410  -17783.2277       0.5867   324.2
0.9470      -17782.6445  -17783.2308       0.5863   324.0
0.9475      -17782.6508  -17783.2345       0.5837   322.5
0.9480      -17782.6605  -17783.2364       0.5760   318.3
0.9485      -17782.6857  -17783.2375       0.5518   304.9
0.9490      -17782.6731  -17783.2397       0.5666   313.1
0.9495      -17782.6660  -17783.2429       0.5768   318.8
0.9500      -17782.6638  -17783.2439       0.5801   320.6
0.9505      -17782.6352  -17783.2420       0.6068   335.3
0.9510      -17782.6125  -17783.2383       0.6258   345.8
0.9515      -17782.6361  -17783.2319       0.5958   329.2
0.9520      -17782.6071  -17783.2222       0.6151   339.9
0.9525      -17782.6376  -17783.2099       0.5723   316.3
0.9530      -17782.6390  -17783.1973       0.5583   308.5
0.9535      -17782.6300  -17783.1851       0.5551   306.8
0.9540      -17782.6153  -17783.1732       0.5579   308.3
0.9545      -17782.5854  -17783.1633       0.5779   319.3
0.9550      -17782.5766  -17783.1548       0.5781   319.5
0.9555      -17782.5678  -17783.1503       0.5824   321.9
0.9560      -17782.5661  -17783.1516       0.5855   323.5
0.9565      -17782.5488  -17783.1577       0.6089   336.5
0.9570      -17782.5351  -17783.1671       0.6321   349.3
0.9575      -17782.5332  -17783.1778       0.6446   356.2
0.9580      -17782.5774  -17783.1894       0.6120   338.2
0.9585      -17782.5776  -17783.1984       0.6209   343.1
0.9590      -17782.5989  -17783.2022       0.6033   333.4
0.9595      -17782.6085  -17783.2008       0.5923   327.3
0.9600      -17782.6176  -17783.1941       0.5765   318.6
0.9605      -17782.5938  -17783.1838       0.5900   326.0
0.9610      -17782.5927  -17783.1701       0.5774   319.1
0.9615      -17782.6103  -17783.1561       0.5458   301.6
0.9620      -17782.5828  -17783.1420       0.5592   309.0
0.9625      -17782.6137  -17783.1293       0.5156   284.9
0.9630      -17782.6077  -17783.1169       0.5093   281.4
0.9635      -17782.6157  -17783.1059       0.4902   270.9
0.9640      -17782.6022  -17783.0942       0.4920   271.9
0.9645      -17782.6105  -17783.0827       0.4722   260.9
0.9650      -17782.6147  -17783.0734       0.4587   253.5
0.9655      -17782.6057  -17783.0637       0.4580   253.1
0.9660      -17782.5659  -17783.0537       0.4878   269.5
0.9665      -17782.5700  -17783.0438       0.4738   261.8
0.9670      -17782.5735  -17783.0338       0.4603   254.3
0.9675      -17782.5535  -17783.0252       0.4717   260.7
0.9680      -17782.5009  -17783.0168       0.5159   285.1
0.9685      -17782.5041  -17783.0094       0.5052   279.2
0.9690      -17782.5203  -17783.0051       0.4848   267.9
0.9695      -17782.5296  -17783.0042       0.4745   262.2
0.9700      -17782.5409  -17783.0027       0.4618   255.2
0.9705      -17782.5199  -17783.0032       0.4833   267.1
0.9710      -17782.5188  -17783.0045       0.4857   268.4
0.9715      -17782.5142  -17783.0065       0.4923   272.0
0.9720      -17782.5421  -17783.0092       0.4671   258.1
0.9725      -17782.5462  -17783.0137       0.4675   258.3
0.9730      -17782.5213  -17783.0153       0.4940   273.0
0.9735      -17782.5427  -17783.0147       0.4721   260.9
0.9740      -17782.5501  -17783.0117       0.4616   255.1
0.9745      -17782.5501  -17783.0062       0.4561   252.0
0.9750      -17782.5601  -17782.9988       0.4387   242.4
0.9755      -17782.5906  -17782.9928       0.4022   222.3
0.9760      -17782.5931  -17782.9885       0.3954   218.5
0.9765      -17782.5964  -17782.9893       0.3929   217.1
0.9770      -17782.5915  -17782.9978       0.4063   224.5
0.9775      -17782.5872  -17783.0111       0.4239   234.3
0.9780      -17782.5647  -17783.0288       0.4641   256.5
0.9785      -17782.5669  -17783.0478       0.4809   265.8
0.9790      -17782.5436  -17783.0681       0.5245   289.8
0.9795      -17782.5278  -17783.0862       0.5584   308.5
0.9800      -17782.5400  -17783.0995       0.5595   309.2
0.9805      -17782.5293  -17783.1060       0.5767   318.7
0.9810      -17782.5211  -17783.1038       0.5827   322.0
0.9815      -17782.5254  -17783.0944       0.5691   314.5
0.9820      -17782.5431  -17783.0799       0.5368   296.7
0.9825      -17782.5447  -17783.0617       0.5171   285.7
0.9830      -17782.5646  -17783.0422       0.4776   263.9
0.9835      -17782.5573  -17783.0239       0.4666   257.8
0.9840      -17782.5714  -17783.0107       0.4394   242.8
0.9845      -17782.5741  -17783.0050       0.4309   238.1
0.9850      -17782.5729  -17783.0054       0.4325   239.0
0.9855      -17782.5845  -17783.0074       0.4229   233.7
0.9860      -17782.5709  -17783.0100       0.4391   242.7
0.9865      -17782.5639  -17783.0128       0.4489   248.1
0.9870      -17782.5603  -17783.0137       0.4534   250.5
0.9875      -17782.5647  -17783.0123       0.4476   247.4
0.9880      -17782.5617  -17783.0086       0.4469   246.9
0.9885      -17782.5582  -17783.0037       0.4455   246.2
0.9890      -17782.5516  -17782.9983       0.4467   246.9
0.9895      -17782.5475  -17782.9944       0.4468   246.9
0.9900      -17782.5487  -17782.9921       0.4434   245.0
0.9905      -17782.5324  -17782.9915       0.4591   253.7
0.9910      -17782.5191  -17782.9948       0.4758   262.9
0.9915      -17782.5190  -17783.0049       0.4859   268.5
0.9920      -17782.5434  -17783.0188       0.4755   262.7
0.9925      -17782.5404  -17783.0353       0.4949   273.5
0.9930      -17782.5477  -17783.0533       0.5056   279.4
0.9935      -17782.5496  -17783.0724       0.5228   288.9
0.9940      -17782.5707  -17783.0919       0.5212   288.0
0.9945      -17782.5590  -17783.1098       0.5508   304.4
0.9950      -17782.5557  -17783.1241       0.5684   314.1
0.9955      -17782.5539  -17783.1345       0.5806   320.8
0.9960      -17782.5581  -17783.1412       0.5831   322.2
0.9965      -17782.5458  -17783.1443       0.5985   330.7
0.9970      -17782.5634  -17783.1449       0.5815   321.3
0.9975      -17782.5648  -17783.1450       0.5802   320.6
0.9980      -17782.5761  -17783.1448       0.5687   314.3
0.9985      -17782.5950  -17783.1441       0.5491   303.4
0.9990      -17782.6010  -17783.1450       0.5439   300.6
0.9995      -17782.5949  -17783.1477       0.5528   305.5
1.0000      -17782.5541  -17783.1472       0.5930   327.7
