Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -53112.9859  -53114.5269       1.5410   331.2
0.0005      -53113.0096  -53114.5304       1.5208   326.8
0.0010      -53113.0189  -53114.4859       1.4670   315.3
0.0015      -53113.0487  -53114.4142       1.3655   293.4
0.0020      -53113.0409  -53114.3449       1.3040   280.2
0.0025      -53113.0351  -53114.3014       1.2663   272.1
0.0030      -53113.0413  -53114.2938       1.2525   269.2
0.0035      -53113.0554  -53114.3157       1.2603   270.8
0.0040      -53113.0512  -53114.3480       1.2968   278.7
0.0045      -53113.0589  -53114.3653       1.3064   280.7
0.0050      -53113.1040  -53114.3557       1.2516   269.0
0.0055      -53113.0735  -53114.3158       1.2423   267.0
0.0060      -53113.0980  -53114.2487       1.1506   247.3
0.0065      -53113.0925  -53114.1644       1.0719   230.4
0.0070      -53113.0819  -53114.0802       0.9983   214.5
0.0075      -53113.0755  -53114.0183       0.9428   202.6
0.0080      -53113.0514  -53114.0032       0.9518   204.5
0.0085      -53113.0531  -53114.0315       0.9784   210.3
0.0090      -53113.0775  -53114.0886       1.0112   217.3
0.0095      -53113.0511  -53114.1558       1.1047   237.4
0.0100      -53113.0470  -53114.2070       1.1600   249.3
0.0105      -53113.0310  -53114.2286       1.1976   257.4
0.0110      -53113.0558  -53114.2089       1.1531   247.8
0.0115      -53113.0484  -53114.1539       1.1055   237.6
0.0120      -53113.0391  -53114.0782       1.0390   223.3
0.0125      -53113.0657  -53114.0078       0.9421   202.5
0.0130      -53113.0546  -53113.9613       0.9067   194.9
0.0135      -53113.0753  -53113.9507       0.8754   188.1
0.0140      -53113.0881  -53113.9718       0.8837   189.9
0.0145      -53113.0845  -53114.0127       0.9282   199.5
0.0150      -53113.0421  -53114.0563       1.0142   217.9
0.0155      -53113.0358  -53114.0836       1.0478   225.2
0.0160      -53113.0327  -53114.0831       1.0504   225.7
0.0165      -53113.0207  -53114.0592       1.0385   223.2
0.0170      -53112.9986  -53114.0170       1.0185   218.9
0.0175      -53112.9701  -53113.9714       1.0012   215.2
0.0180      -53112.9748  -53113.9445       0.9697   208.4
0.0185      -53112.9938  -53113.9539       0.9602   206.3
0.0190      -53113.0029  -53114.0056       1.0027   215.5
0.0195      -53113.0031  -53114.0875       1.0844   233.0
0.0200      -53113.0033  -53114.1696       1.1662   250.6
0.0205      -53113.0154  -53114.2278       1.2124   260.5
0.0210      -53113.0003  -53114.2509       1.2507   268.8
0.0215      -53112.9957  -53114.2344       1.2388   266.2
0.0220      -53112.9894  -53114.1837       1.1943   256.7
0.0225      -53113.0173  -53114.1127       1.0954   235.4
0.0230      -53112.9836  -53114.0359       1.0523   226.1
0.0235      -53112.9964  -53113.9746       0.9782   210.2
0.0240      -53112.9923  -53113.9470       0.9547   205.2
0.0245      -53113.0080  -53113.9421       0.9341   200.7
0.0250      -53113.0368  -53113.9550       0.9183   197.3
0.0255      -53113.0423  -53113.9713       0.9289   199.6
0.0260      -53113.0637  -53113.9828       0.9191   197.5
0.0265      -53113.0898  -53113.9840       0.8942   192.2
0.0270      -53113.0869  -53113.9659       0.8790   188.9
0.0275      -53113.0697  -53113.9363       0.8666   186.2
0.0280      -53113.0539  -53113.9032       0.8494   182.5
0.0285      -53113.0598  -53113.8850       0.8252   177.3
0.0290      -53113.0537  -53113.8887       0.8350   179.4
0.0295      -53113.0932  -53113.9220       0.8288   178.1
0.0300      -53113.0498  -53113.9880       0.9383   201.6
0.0305      -53113.0575  -53114.0651       1.0076   216.5
0.0310      -53113.0556  -53114.1252       1.0697   229.9
0.0315      -53113.0386  -53114.1556       1.1171   240.1
0.0320      -53113.0125  -53114.1477       1.1352   244.0
0.0325      -53113.0502  -53114.1071       1.0569   227.1
0.0330      -53113.0608  -53114.0533       0.9925   213.3
0.0335      -53113.0935  -53114.0040       0.9105   195.7
0.0340      -53113.0797  -53113.9797       0.9000   193.4
0.0345      -53113.0933  -53113.9870       0.8937   192.1
0.0350      -53113.0872  -53114.0192       0.9320   200.3
0.0355      -53113.0647  -53114.0663       1.0016   215.2
0.0360      -53113.0633  -53114.1200       1.0567   227.1
0.0365      -53113.1003  -53114.1617       1.0615   228.1
0.0370      -53113.0192  -53114.1839       1.1647   250.3
0.0375      -53113.0304  -53114.1786       1.1482   246.8
0.0380      -53113.0296  -53114.1502       1.1206   240.8
0.0385      -53112.9783  -53114.1103       1.1320   243.3
0.0390      -53112.9538  -53114.0657       1.1118   238.9
0.0395      -53112.9325  -53114.0359       1.1033   237.1
0.0400      -53112.9560  -53114.0423       1.0863   233.5
0.0405      -53112.9402  -53114.0821       1.1419   245.4
0.0410      -53112.8946  -53114.1326       1.2380   266.0
0.0415      -53112.8739  -53114.1632       1.2893   277.1
0.0420      -53112.8621  -53114.1643       1.3023   279.9
0.0425      -53112.8907  -53114.1283       1.2377   266.0
0.0430      -53112.8783  -53114.0595       1.1812   253.8
0.0435      -53112.8323  -53113.9685       1.1362   244.2
0.0440      -53112.7714  -53113.8698       1.0984   236.0
0.0445      -53112.8070  -53113.7854       0.9784   210.3
0.0450      -53112.8159  -53113.7346       0.9187   197.4
0.0455      -53112.7888  -53113.7274       0.9386   201.7
0.0460      -53112.7696  -53113.7615       0.9919   213.2
0.0465      -53112.7758  -53113.8200       1.0442   224.4
0.0470      -53112.7768  -53113.8716       1.0948   235.3
0.0475      -53112.8046  -53113.8914       1.0868   233.6
0.0480      -53112.7668  -53113.8738       1.1070   237.9
0.0485      -53112.7732  -53113.8222       1.0490   225.4
0.0490      -53112.7542  -53113.7615       1.0073   216.5
0.0495      -53112.7248  -53113.7177       0.9930   213.4
0.0500      -53112.6359  -53113.7089       1.0730   230.6
0.0505      -53112.6351  -53113.7373       1.1021   236.8
0.0510      -53112.5994  -53113.7934       1.1940   256.6
0.0515      -53112.5850  -53113.8490       1.2641   271.6
0.0520      -53112.5471  -53113.8814       1.3343   286.7
0.0525      -53112.5327  -53113.8700       1.3373   287.4
0.0530      -53112.5199  -53113.8117       1.2918   277.6
0.0535      -53112.4735  -53113.7155       1.2420   266.9
0.0540      -53112.4622  -53113.6102       1.1480   246.7
0.0545      -53112.4686  -53113.5210       1.0523   226.1
0.0550      -53112.4756  -53113.4818       1.0062   216.2
0.0555      -53112.4654  -53113.5047       1.0392   223.3
0.0560      -53112.4832  -53113.5670       1.0837   232.9
0.0565      -53112.4990  -53113.6425       1.1435   245.7
0.0570      -53112.4800  -53113.7025       1.2225   262.7
0.0575      -53112.4533  -53113.7380       1.2848   276.1
0.0580      -53112.4701  -53113.7440       1.2739   273.7
0.0585      -53112.4346  -53113.7295       1.2950   278.3
0.0590      -53112.4385  -53113.7086       1.2701   272.9
0.0595      -53112.4602  -53113.6907       1.2305   264.4
0.0600      -53112.5075  -53113.6924       1.1849   254.6
0.0605      -53112.4989  -53113.7224       1.2235   262.9
0.0610      -53112.4049  -53113.7740       1.3691   294.2
0.0615      -53112.3574  -53113.8226       1.4652   314.9
0.0620      -53112.3579  -53113.8427       1.4848   319.1
0.0625      -53112.3286  -53113.8184       1.4898   320.2
0.0630      -53112.3440  -53113.7540       1.4101   303.0
0.0635      -53112.4135  -53113.6726       1.2590   270.6
0.0640      -53112.4092  -53113.5959       1.1868   255.0
0.0645      -53112.3896  -53113.5434       1.1538   247.9
0.0650      -53112.3411  -53113.5185       1.1774   253.0
0.0655      -53112.3533  -53113.5184       1.1651   250.4
0.0660      -53112.3179  -53113.5352       1.2174   261.6
0.0665      -53112.3745  -53113.5568       1.1823   254.1
0.0670      -53112.3759  -53113.5792       1.2033   258.6
0.0675      -53112.4051  -53113.6001       1.1950   256.8
0.0680      -53112.4562  -53113.6194       1.1632   250.0
0.0685      -53112.4704  -53113.6341       1.1637   250.1
0.0690      -53112.4601  -53113.6326       1.1725   252.0
0.0695      -53112.4374  -53113.6169       1.1795   253.5
0.0700      -53112.4375  -53113.6036       1.1661   250.6
0.0705      -53112.4472  -53113.6015       1.1543   248.1
0.0710      -53112.4819  -53113.6159       1.1340   243.7
0.0715      -53112.5026  -53113.6463       1.1436   245.8
0.0720      -53112.4536  -53113.6757       1.2221   262.6
0.0725      -53112.4435  -53113.6815       1.2380   266.1
0.0730      -53112.4147  -53113.6615       1.2468   267.9
0.0735      -53112.4369  -53113.6293       1.1924   256.3
0.0740      -53112.4095  -53113.5970       1.1875   255.2
0.0745      -53112.4255  -53113.5685       1.1431   245.6
0.0750      -53112.4911  -53113.5546       1.0634   228.5
0.0755      -53112.4793  -53113.5638       1.0845   233.1
0.0760      -53112.4747  -53113.5947       1.1200   240.7
0.0765      -53112.4530  -53113.6507       1.1977   257.4
0.0770      -53112.4211  -53113.7333       1.3122   282.0
0.0775      -53112.4480  -53113.8261       1.3781   296.2
0.0780      -53112.4128  -53113.9116       1.4988   322.1
0.0785      -53112.4109  -53113.9795       1.5687   337.1
0.0790      -53112.4257  -53114.0194       1.5937   342.5
0.0795      -53112.3927  -53114.0251       1.6324   350.8
0.0800      -53112.4009  -53113.9997       1.5988   343.6
0.0805      -53112.3556  -53113.9518       1.5962   343.0
0.0810      -53112.3845  -53113.8913       1.5068   323.8
0.0815      -53112.4205  -53113.8433       1.4228   305.8
0.0820      -53112.3863  -53113.8260       1.4397   309.4
0.0825      -53112.3696  -53113.8252       1.4555   312.8
0.0830      -53112.3542  -53113.8142       1.4600   313.8
0.0835      -53112.3550  -53113.7764       1.4214   305.5
0.0840      -53112.3641  -53113.7018       1.3377   287.5
0.0845      -53112.3460  -53113.6050       1.2590   270.6
0.0850      -53112.3406  -53113.5070       1.1664   250.7
0.0855      -53112.2709  -53113.4363       1.1654   250.4
0.0860      -53112.2894  -53113.4010       1.1116   238.9
0.0865      -53112.2781  -53113.4080       1.1299   242.8
0.0870      -53112.3176  -53113.4555       1.1378   244.5
0.0875      -53112.2979  -53113.5303       1.2324   264.8
0.0880      -53112.2746  -53113.6225       1.3479   289.7
0.0885      -53112.2561  -53113.7112       1.4551   312.7
0.0890      -53112.2242  -53113.7780       1.5538   333.9
0.0895      -53112.2268  -53113.8069       1.5801   339.6
0.0900      -53112.2665  -53113.7905       1.5240   327.5
0.0905      -53112.2353  -53113.7586       1.5233   327.3
0.0910      -53112.2668  -53113.7297       1.4630   314.4
0.0915      -53112.2382  -53113.7280       1.4897   320.1
0.0920      -53112.2375  -53113.7657       1.5283   328.4
0.0925      -53112.1914  -53113.8183       1.6269   349.6
0.0930      -53112.1840  -53113.8553       1.6713   359.2
0.0935      -53112.1796  -53113.8565       1.6768   360.3
0.0940      -53112.2081  -53113.8140       1.6059   345.1
0.0945      -53112.1785  -53113.7393       1.5608   335.4
0.0950      -53112.1501  -53113.6521       1.5021   322.8
0.0955      -53112.1008  -53113.5689       1.4681   315.5
0.0960      -53112.0681  -53113.5046       1.4365   308.7
0.0965      -53112.0753  -53113.4795       1.4041   301.7
0.0970      -53112.0124  -53113.4807       1.4683   315.5
0.0975      -53111.9911  -53113.5049       1.5138   325.3
0.0980      -53111.9923  -53113.5502       1.5578   334.8
0.0985      -53111.9783  -53113.6007       1.6224   348.7
0.0990      -53111.9717  -53113.6444       1.6727   359.5
0.0995      -53111.9930  -53113.6697       1.6767   360.3
0.1000      -53112.0279  -53113.6678       1.6399   352.4
0.1005      -53112.0521  -53113.6486       1.5966   343.1
0.1010      -53112.0088  -53113.6217       1.6129   346.6
0.1015      -53112.0082  -53113.5999       1.5917   342.1
0.1020      -53111.9720  -53113.5943       1.6223   348.6
0.1025      -53111.9404  -53113.5957       1.6553   355.7
0.1030      -53111.9384  -53113.5884       1.6501   354.6
0.1035      -53111.9151  -53113.5526       1.6376   351.9
0.1040      -53111.9060  -53113.4958       1.5898   341.6
0.1045      -53111.9087  -53113.4238       1.5150   325.6
0.1050      -53111.9487  -53113.3595       1.4108   303.2
0.1055      -53111.9391  -53113.3121       1.3730   295.1
0.1060      -53111.9762  -53113.2894       1.3133   282.2
0.1065      -53111.9859  -53113.2921       1.3063   280.7
0.1070      -53111.9549  -53113.3036       1.3487   289.8
0.1075      -53111.9810  -53113.3319       1.3509   290.3
0.1080      -53111.9986  -53113.3717       1.3732   295.1
0.1085      -53112.0317  -53113.4232       1.3914   299.0
0.1090      -53112.0716  -53113.4837       1.4121   303.4
0.1095      -53112.0372  -53113.5445       1.5074   323.9
0.1100      -53112.0400  -53113.5915       1.5516   333.4
0.1105      -53111.9732  -53113.6119       1.6387   352.1
0.1110      -53111.9868  -53113.5999       1.6130   346.6
0.1115      -53112.0196  -53113.5633       1.5437   331.7
0.1120      -53112.0404  -53113.5233       1.4829   318.7
0.1125      -53112.0515  -53113.5094       1.4579   313.3
0.1130      -53112.0541  -53113.5462       1.4922   320.7
0.1135      -53112.0711  -53113.6077       1.5366   330.2
0.1140      -53112.0982  -53113.6665       1.5683   337.0
0.1145      -53112.1365  -53113.6948       1.5583   334.9
0.1150      -53112.1350  -53113.6865       1.5515   333.4
0.1155      -53112.1792  -53113.6600       1.4808   318.2
0.1160      -53112.1538  -53113.6325       1.4787   317.8
0.1165      -53112.1622  -53113.6067       1.4445   310.4
0.1170      -53112.2002  -53113.5973       1.3971   300.2
0.1175      -53112.1762  -53113.6051       1.4289   307.1
0.1180      -53112.2001  -53113.6211       1.4210   305.4
0.1185      -53112.2364  -53113.6477       1.4113   303.3
0.1190      -53112.2131  -53113.6920       1.4789   317.8
0.1195      -53112.2435  -53113.7417       1.4982   322.0
0.1200      -53112.2542  -53113.7835       1.5293   328.6
0.1205      -53112.3019  -53113.8101       1.5083   324.1
0.1210      -53112.2782  -53113.8101       1.5319   329.2
0.1215      -53112.2791  -53113.7843       1.5052   323.5
0.1220      -53112.2703  -53113.7416       1.4713   316.2
0.1225      -53112.2400  -53113.7102       1.4702   315.9
0.1230      -53112.2563  -53113.7152       1.4588   313.5
0.1235      -53112.2321  -53113.7683       1.5362   330.1
0.1240      -53112.2799  -53113.8463       1.5664   336.6
0.1245      -53112.2781  -53113.9157       1.6376   351.9
0.1250      -53112.2677  -53113.9504       1.6827   361.6
0.1255      -53112.2698  -53113.9353       1.6656   357.9
0.1260      -53112.2600  -53113.8797       1.6197   348.1
0.1265      -53112.2737  -53113.8128       1.5392   330.8
0.1270      -53112.2653  -53113.7548       1.4896   320.1
0.1275      -53112.2737  -53113.7140       1.4403   309.5
0.1280      -53112.2967  -53113.6914       1.3948   299.7
0.1285      -53112.3195  -53113.6863       1.3668   293.7
0.1290      -53112.2917  -53113.6962       1.4044   301.8
0.1295      -53112.2364  -53113.7189       1.4824   318.6
0.1300      -53112.2410  -53113.7454       1.5044   323.3
0.1305      -53112.2965  -53113.7669       1.4705   316.0
0.1310      -53112.2729  -53113.7710       1.4981   321.9
0.1315      -53112.2363  -53113.7476       1.5113   324.8
0.1320      -53112.2532  -53113.6963       1.4431   310.1
0.1325      -53112.2466  -53113.6412       1.3946   299.7
0.1330      -53112.1779  -53113.6206       1.4428   310.1
0.1335      -53112.2165  -53113.6459       1.4294   307.2
0.1340      -53112.2166  -53113.7085       1.4919   320.6
0.1345      -53112.2345  -53113.7760       1.5415   331.3
0.1350      -53112.2018  -53113.8241       1.6222   348.6
0.1355      -53112.1654  -53113.8290       1.6635   357.5
0.1360      -53112.1857  -53113.7948       1.6092   345.8
0.1365      -53112.1244  -53113.7408       1.6165   347.4
0.1370      -53112.0857  -53113.6835       1.5977   343.4
0.1375      -53112.1004  -53113.6356       1.5351   329.9
0.1380      -53112.0874  -53113.6024       1.5149   325.6
0.1385      -53112.0776  -53113.5850       1.5073   323.9
0.1390      -53112.1372  -53113.5812       1.4440   310.3
0.1395      -53112.1282  -53113.6000       1.4718   316.3
0.1400      -53112.0896  -53113.6334       1.5437   331.7
0.1405      -53112.1032  -53113.6662       1.5629   335.9
0.1410      -53112.1110  -53113.6794       1.5683   337.0
0.1415      -53112.0738  -53113.6497       1.5758   338.6
0.1420      -53112.0860  -53113.5836       1.4976   321.8
0.1425      -53112.0539  -53113.5009       1.4470   311.0
0.1430      -53112.1275  -53113.4379       1.3104   281.6
0.1435      -53112.0698  -53113.4231       1.3532   290.8
0.1440      -53112.1293  -53113.4750       1.3457   289.2
0.1445      -53112.1174  -53113.5678       1.4503   311.7
0.1450      -53112.0931  -53113.6501       1.5570   334.6
0.1455      -53112.0913  -53113.6857       1.5944   342.6
0.1460      -53112.0856  -53113.6657       1.5801   339.6
0.1465      -53112.0823  -53113.6030       1.5207   326.8
0.1470      -53112.0635  -53113.5304       1.4669   315.2
0.1475      -53112.0950  -53113.4709       1.3759   295.7
0.1480      -53112.1207  -53113.4359       1.3152   282.6
0.1485      -53112.1034  -53113.4437       1.3403   288.0
0.1490      -53112.0910  -53113.4798       1.3888   298.4
0.1495      -53112.0434  -53113.5290       1.4856   319.2
0.1500      -53112.0600  -53113.5744       1.5144   325.5
