Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6485      -53111.9776  -53113.6555       1.6779   360.6
0.6490      -53111.9926  -53113.7021       1.7095   367.4
0.6495      -53111.9656  -53113.7453       1.7797   382.5
0.6500      -53111.9789  -53113.7930       1.8141   389.9
0.6505      -53111.9839  -53113.8376       1.8537   398.4
0.6510      -53111.9663  -53113.8682       1.9019   408.7
0.6515      -53111.9209  -53113.8762       1.9553   420.2
0.6520      -53111.9196  -53113.8481       1.9284   414.4
0.6525      -53111.9379  -53113.7848       1.8469   396.9
0.6530      -53111.8604  -53113.6945       1.8341   394.1
0.6535      -53111.8932  -53113.6055       1.7123   368.0
0.6540      -53111.9195  -53113.5421       1.6226   348.7
0.6545      -53111.9660  -53113.5197       1.5537   333.9
0.6550      -53111.9773  -53113.5378       1.5605   335.4
0.6555      -53111.9254  -53113.5642       1.6388   352.2
0.6560      -53111.9452  -53113.5646       1.6193   348.0
0.6565      -53111.9937  -53113.5285       1.5348   329.8
0.6570      -53111.9802  -53113.4664       1.4862   319.4
0.6575      -53111.9723  -53113.3986       1.4263   306.5
0.6580      -53111.9743  -53113.3528       1.3786   296.3
0.6585      -53111.9826  -53113.3510       1.3684   294.1
0.6590      -53112.0147  -53113.3955       1.3808   296.7
0.6595      -53112.0135  -53113.4689       1.4554   312.8
0.6600      -53112.0163  -53113.5409       1.5246   327.6
0.6605      -53111.9633  -53113.5972       1.6339   351.1
0.6610      -53111.9418  -53113.6221       1.6803   361.1
0.6615      -53111.9664  -53113.6099       1.6435   353.2
0.6620      -53111.9954  -53113.5684       1.5731   338.0
0.6625      -53112.0399  -53113.5216       1.4817   318.4
0.6630      -53111.9971  -53113.4828       1.4857   319.3
0.6635      -53112.0231  -53113.4707       1.4476   311.1
0.6640      -53112.0328  -53113.4898       1.4570   313.1
0.6645      -53112.0506  -53113.5371       1.4865   319.4
0.6650      -53112.0646  -53113.5968       1.5323   329.3
0.6655      -53112.0811  -53113.6385       1.5575   334.7
0.6660      -53112.1130  -53113.6479       1.5349   329.9
0.6665      -53112.0990  -53113.6209       1.5219   327.1
0.6670      -53112.1147  -53113.5693       1.4546   312.6
0.6675      -53112.1045  -53113.5294       1.4248   306.2
0.6680      -53112.1162  -53113.5239       1.4077   302.5
0.6685      -53112.1544  -53113.5495       1.3951   299.8
0.6690      -53112.1497  -53113.5877       1.4381   309.0
0.6695      -53112.1519  -53113.6222       1.4703   316.0
0.6700      -53112.1814  -53113.6483       1.4669   315.2
0.6705      -53112.1001  -53113.6673       1.5672   336.8
0.6710      -53112.1184  -53113.6746       1.5563   334.4
0.6715      -53112.1118  -53113.6708       1.5590   335.0
0.6720      -53112.0979  -53113.6564       1.5585   334.9
0.6725      -53112.0764  -53113.6353       1.5589   335.0
0.6730      -53112.1084  -53113.6170       1.5087   324.2
0.6735      -53112.1531  -53113.6089       1.4558   312.8
0.6740      -53112.2280  -53113.6155       1.3874   298.2
0.6745      -53112.2326  -53113.6454       1.4129   303.6
0.6750      -53112.2232  -53113.6828       1.4596   313.7
0.6755      -53112.2727  -53113.7139       1.4413   309.7
0.6760      -53112.2277  -53113.7448       1.5171   326.0
0.6765      -53112.2032  -53113.7664       1.5632   335.9
0.6770      -53112.2435  -53113.7863       1.5429   331.6
0.6775      -53112.2254  -53113.8121       1.5868   341.0
0.6780      -53112.2654  -53113.8356       1.5702   337.4
0.6785      -53112.2936  -53113.8549       1.5613   335.5
0.6790      -53112.2903  -53113.8636       1.5733   338.1
0.6795      -53112.2715  -53113.8678       1.5963   343.1
0.6800      -53112.2628  -53113.8835       1.6207   348.3
0.6805      -53112.2852  -53113.9136       1.6283   349.9
0.6810      -53112.2442  -53113.9606       1.7165   368.9
0.6815      -53112.2348  -53114.0109       1.7762   381.7
0.6820      -53112.2653  -53114.0392       1.7739   381.2
0.6825      -53112.2003  -53114.0305       1.8302   393.3
0.6830      -53112.1699  -53113.9732       1.8033   387.5
0.6835      -53112.1711  -53113.8782       1.7071   366.8
0.6840      -53112.1581  -53113.7674       1.6093   345.8
0.6845      -53112.1792  -53113.6624       1.4833   318.7
0.6850      -53112.2013  -53113.5769       1.3757   295.6
0.6855      -53112.1958  -53113.5315       1.3358   287.1
0.6860      -53112.2468  -53113.5284       1.2816   275.4
0.6865      -53112.2487  -53113.5610       1.3123   282.0
0.6870      -53112.3011  -53113.5972       1.2961   278.5
0.6875      -53112.2867  -53113.6150       1.3283   285.5
0.6880      -53112.3070  -53113.5943       1.2872   276.6
0.6885      -53112.3105  -53113.5383       1.2279   263.9
0.6890      -53112.3074  -53113.4613       1.1539   248.0
0.6895      -53112.3023  -53113.3988       1.0965   235.6
0.6900      -53112.2617  -53113.3762       1.1145   239.5
0.6905      -53112.2532  -53113.4074       1.1541   248.0
0.6910      -53112.2512  -53113.4829       1.2317   264.7
0.6915      -53112.2409  -53113.5929       1.3520   290.5
0.6920      -53112.2849  -53113.7184       1.4334   308.0
0.6925      -53112.2755  -53113.8205       1.5450   332.0
0.6930      -53112.2350  -53113.8740       1.6390   352.2
0.6935      -53112.2567  -53113.8629       1.6061   345.2
0.6940      -53112.3292  -53113.7968       1.4676   315.4
0.6945      -53112.2775  -53113.7127       1.4352   308.4
0.6950      -53112.2938  -53113.6496       1.3558   291.4
0.6955      -53112.2988  -53113.6560       1.3571   291.6
0.6960      -53112.2961  -53113.7416       1.4455   310.6
0.6965      -53112.3111  -53113.8642       1.5531   333.8
0.6970      -53112.2922  -53113.9800       1.6878   362.7
0.6975      -53112.3132  -53114.0521       1.7389   373.7
0.6980      -53112.3467  -53114.0614       1.7147   368.5
0.6985      -53112.3643  -53114.0112       1.6469   353.9
0.6990      -53112.4203  -53113.9174       1.4971   321.7
0.6995      -53112.4304  -53113.8123       1.3820   297.0
0.7000      -53112.4298  -53113.7196       1.2898   277.2
0.7005      -53112.3852  -53113.6671       1.2819   275.5
0.7010      -53112.4116  -53113.6679       1.2563   270.0
0.7015      -53112.4038  -53113.7137       1.3099   281.5
0.7020      -53112.4264  -53113.7753       1.3489   289.9
0.7025      -53112.4247  -53113.8200       1.3953   299.9
0.7030      -53112.4300  -53113.8242       1.3942   299.6
0.7035      -53112.4193  -53113.7870       1.3677   293.9
0.7040      -53112.3995  -53113.7286       1.3291   285.6
0.7045      -53112.3836  -53113.6776       1.2940   278.1
0.7050      -53112.4177  -53113.6686       1.2509   268.8
0.7055      -53112.3853  -53113.7078       1.3225   284.2
0.7060      -53112.4190  -53113.7797       1.3607   292.4
0.7065      -53112.4380  -53113.8669       1.4289   307.1
0.7070      -53112.4333  -53113.9483       1.5150   325.6
0.7075      -53112.4039  -53114.0210       1.6170   347.5
0.7080      -53112.4482  -53114.0683       1.6202   348.2
0.7085      -53112.5075  -53114.0829       1.5754   338.6
0.7090      -53112.4999  -53114.0811       1.5813   339.8
0.7095      -53112.5147  -53114.0725       1.5578   334.8
0.7100      -53112.5232  -53114.0551       1.5320   329.2
0.7105      -53112.4961  -53114.0368       1.5406   331.1
0.7110      -53112.5089  -53114.0236       1.5147   325.5
0.7115      -53112.4699  -53114.0193       1.5494   333.0
0.7120      -53112.4900  -53114.0162       1.5261   328.0
0.7125      -53112.5038  -53113.9994       1.4956   321.4
0.7130      -53112.4855  -53113.9742       1.4886   319.9
0.7135      -53112.4541  -53113.9559       1.5018   322.7
0.7140      -53112.4594  -53113.9418       1.4824   318.6
0.7145      -53112.4461  -53113.9333       1.4871   319.6
0.7150      -53112.4573  -53113.9130       1.4557   312.8
0.7155      -53112.4667  -53113.8697       1.4030   301.5
0.7160      -53112.4233  -53113.8090       1.3857   297.8
0.7165      -53112.4356  -53113.7462       1.3106   281.6
0.7170      -53112.4522  -53113.7007       1.2485   268.3
0.7175      -53112.4819  -53113.6894       1.2075   259.5
0.7180      -53112.4382  -53113.7110       1.2728   273.5
0.7185      -53112.4606  -53113.7583       1.2977   278.9
0.7190      -53112.3953  -53113.8226       1.4273   306.7
0.7195      -53112.4034  -53113.8740       1.4707   316.0
0.7200      -53112.4273  -53113.8907       1.4634   314.5
0.7205      -53112.4302  -53113.8669       1.4368   308.8
0.7210      -53112.4213  -53113.8025       1.3812   296.8
0.7215      -53112.4803  -53113.7208       1.2405   266.6
0.7220      -53112.4686  -53113.6672       1.1985   257.6
0.7225      -53112.4736  -53113.6735       1.2000   257.9
0.7230      -53112.4671  -53113.7408       1.2737   273.7
0.7235      -53112.4738  -53113.8521       1.3783   296.2
0.7240      -53112.4562  -53113.9649       1.5087   324.2
0.7245      -53112.4237  -53114.0322       1.6084   345.6
0.7250      -53112.3937  -53114.0356       1.6419   352.8
0.7255      -53112.4118  -53113.9828       1.5709   337.6
0.7260      -53112.4309  -53113.8989       1.4681   315.5
0.7265      -53112.4244  -53113.8110       1.3866   298.0
0.7270      -53112.3953  -53113.7485       1.3531   290.8
0.7275      -53112.3595  -53113.7201       1.3606   292.4
0.7280      -53112.3568  -53113.7415       1.3847   297.6
0.7285      -53112.3394  -53113.7996       1.4602   313.8
0.7290      -53112.3465  -53113.8681       1.5216   327.0
0.7295      -53112.3055  -53113.9153       1.6098   345.9
0.7300      -53112.3156  -53113.9095       1.5940   342.5
0.7305      -53112.3240  -53113.8436       1.5196   326.6
0.7310      -53112.3422  -53113.7376       1.3954   299.9
0.7315      -53112.2989  -53113.6234       1.3245   284.6
0.7320      -53112.2927  -53113.5489       1.2561   269.9
0.7325      -53112.2807  -53113.5463       1.2656   272.0
0.7330      -53112.2900  -53113.6015       1.3115   281.8
0.7335      -53112.2843  -53113.6834       1.3991   300.7
0.7340      -53112.2905  -53113.7543       1.4638   314.6
0.7345      -53112.2745  -53113.7962       1.5217   327.0
0.7350      -53112.2775  -53113.8070       1.5295   328.7
0.7355      -53112.3004  -53113.7971       1.4967   321.6
0.7360      -53112.3081  -53113.7773       1.4692   315.7
0.7365      -53112.2890  -53113.7660       1.4770   317.4
0.7370      -53112.2879  -53113.7774       1.4895   320.1
0.7375      -53112.2845  -53113.8190       1.5345   329.8
0.7380      -53112.2483  -53113.8820       1.6337   351.1
0.7385      -53112.2553  -53113.9491       1.6938   364.0
0.7390      -53112.2174  -53114.0003       1.7829   383.1
0.7395      -53112.2161  -53114.0194       1.8033   387.5
0.7400      -53112.1811  -53113.9986       1.8175   390.6
0.7405      -53112.1453  -53113.9486       1.8034   387.5
0.7410      -53112.1078  -53113.8920       1.7842   383.4
0.7415      -53112.1152  -53113.8460       1.7308   372.0
0.7420      -53112.1690  -53113.8054       1.6364   351.7
0.7425      -53112.1382  -53113.7561       1.6179   347.7
0.7430      -53112.1330  -53113.7009       1.5679   336.9
0.7435      -53112.1314  -53113.6349       1.5035   323.1
0.7440      -53112.1122  -53113.5619       1.4497   311.5
0.7445      -53112.1119  -53113.4968       1.3849   297.6
0.7450      -53112.1124  -53113.4515       1.3392   287.8
0.7455      -53112.1476  -53113.4371       1.2895   277.1
0.7460      -53112.1579  -53113.4571       1.2992   279.2
0.7465      -53112.1336  -53113.5021       1.3684   294.1
0.7470      -53112.0751  -53113.5491       1.4741   316.8
0.7475      -53112.1090  -53113.5832       1.4742   316.8
0.7480      -53112.1336  -53113.6044       1.4709   316.1
0.7485      -53112.1172  -53113.6091       1.4919   320.6
0.7490      -53112.1555  -53113.6023       1.4468   310.9
0.7495      -53112.1774  -53113.5930       1.4157   304.2
0.7500      -53112.1440  -53113.5970       1.4530   312.2
0.7505      -53112.1046  -53113.6350       1.5304   328.9
0.7510      -53112.0968  -53113.7053       1.6085   345.7
0.7515      -53112.1097  -53113.7821       1.6724   359.4
0.7520      -53112.0802  -53113.8232       1.7431   374.6
0.7525      -53112.0751  -53113.8055       1.7304   371.9
0.7530      -53112.1026  -53113.7334       1.6308   350.4
0.7535      -53112.0902  -53113.6382       1.5479   332.7
0.7540      -53112.0679  -53113.5511       1.4831   318.7
0.7545      -53112.0802  -53113.5061       1.4259   306.4
0.7550      -53112.1164  -53113.5165       1.4001   300.9
0.7555      -53112.1379  -53113.5796       1.4417   309.8
0.7560      -53112.1927  -53113.6536       1.4608   313.9
0.7565      -53112.2251  -53113.7058       1.4807   318.2
0.7570      -53112.1790  -53113.7165       1.5375   330.4
0.7575      -53112.1961  -53113.6888       1.4927   320.8
0.7580      -53112.2254  -53113.6308       1.4053   302.0
0.7585      -53112.1993  -53113.5686       1.3693   294.3
0.7590      -53112.1986  -53113.5364       1.3378   287.5
0.7595      -53112.1749  -53113.5514       1.3765   295.8
0.7600      -53112.1893  -53113.6137       1.4244   306.1
0.7605      -53112.1686  -53113.6998       1.5311   329.0
0.7610      -53112.1150  -53113.7802       1.6652   357.8
0.7615      -53112.0813  -53113.8294       1.7481   375.7
0.7620      -53112.0902  -53113.8261       1.7359   373.0
0.7625      -53112.0956  -53113.7832       1.6876   362.7
0.7630      -53112.1373  -53113.7171       1.5798   339.5
0.7635      -53112.1451  -53113.6529       1.5078   324.0
0.7640      -53112.1472  -53113.6196       1.4724   316.4
0.7645      -53112.2000  -53113.6183       1.4184   304.8
0.7650      -53112.2016  -53113.6576       1.4560   312.9
0.7655      -53112.1787  -53113.7223       1.5436   331.7
0.7660      -53112.1706  -53113.7829       1.6123   346.5
0.7665      -53112.1539  -53113.8083       1.6544   355.5
0.7670      -53112.0936  -53113.7838       1.6903   363.2
0.7675      -53112.0936  -53113.7086       1.6150   347.1
0.7680      -53112.0440  -53113.6256       1.5817   339.9
0.7685      -53112.0373  -53113.5798       1.5425   331.5
0.7690      -53112.0649  -53113.5997       1.5348   329.8
0.7695      -53112.0211  -53113.6639       1.6427   353.0
0.7700      -53112.0473  -53113.7432       1.6959   364.5
0.7705      -53112.0637  -53113.8025       1.7387   373.6
0.7710      -53112.0865  -53113.8156       1.7291   371.6
0.7715      -53112.0873  -53113.7897       1.7025   365.9
0.7720      -53112.1174  -53113.7463       1.6289   350.0
0.7725      -53112.0949  -53113.7099       1.6150   347.1
0.7730      -53112.1324  -53113.6861       1.5536   333.9
0.7735      -53112.1241  -53113.6822       1.5581   334.8
0.7740      -53112.1168  -53113.6929       1.5760   338.7
0.7745      -53112.1183  -53113.7122       1.5939   342.5
0.7750      -53112.1352  -53113.7416       1.6064   345.2
0.7755      -53112.1004  -53113.7746       1.6742   359.8
0.7760      -53112.1416  -53113.7961       1.6545   355.6
0.7765      -53112.1293  -53113.7877       1.6585   356.4
0.7770      -53112.1373  -53113.7592       1.6219   348.5
0.7775      -53112.1541  -53113.7226       1.5685   337.1
0.7780      -53112.0714  -53113.6863       1.6148   347.0
0.7785      -53112.0862  -53113.6563       1.5701   337.4
0.7790      -53112.0701  -53113.6484       1.5784   339.2
0.7795      -53112.0353  -53113.6559       1.6206   348.3
0.7800      -53112.0554  -53113.6687       1.6133   346.7
0.7805      -53112.0241  -53113.6773       1.6533   355.3
0.7810      -53111.9809  -53113.6760       1.6950   364.3
0.7815      -53111.9556  -53113.6695       1.7139   368.3
0.7820      -53111.9394  -53113.6626       1.7231   370.3
0.7825      -53111.9375  -53113.6552       1.7177   369.1
0.7830      -53111.8913  -53113.6518       1.7605   378.3
0.7835      -53111.8466  -53113.6442       1.7977   386.3
0.7840      -53111.8979  -53113.6242       1.7263   371.0
0.7845      -53111.9253  -53113.5909       1.6656   357.9
0.7850      -53111.8724  -53113.5567       1.6843   362.0
0.7855      -53111.8218  -53113.5329       1.7111   367.7
0.7860      -53111.8307  -53113.5298       1.6991   365.1
0.7865      -53111.8826  -53113.5388       1.6562   355.9
0.7870      -53111.9144  -53113.5537       1.6393   352.3
0.7875      -53111.9429  -53113.5671       1.6241   349.0
0.7880      -53111.9450  -53113.5644       1.6194   348.0
0.7885      -53111.9177  -53113.5397       1.6220   348.6
0.7890      -53111.9231  -53113.5012       1.5781   339.1
0.7895      -53111.9382  -53113.4668       1.5286   328.5
0.7900      -53111.9646  -53113.4446       1.4800   318.0
0.7905      -53111.9405  -53113.4412       1.5006   322.5
0.7910      -53111.9035  -53113.4612       1.5577   334.8
0.7915      -53111.9267  -53113.4971       1.5705   337.5
0.7920      -53111.9316  -53113.5448       1.6131   346.7
0.7925      -53111.9636  -53113.5975       1.6339   351.1
0.7930      -53111.9847  -53113.6393       1.6546   355.6
0.7935      -53111.9817  -53113.6541       1.6724   359.4
0.7940      -53111.9543  -53113.6308       1.6765   360.3
0.7945      -53111.9551  -53113.5645       1.6094   345.9
0.7950      -53111.8874  -53113.4779       1.5906   341.8
0.7955      -53111.8750  -53113.4058       1.5308   329.0
0.7960      -53111.8820  -53113.3697       1.4877   319.7
0.7965      -53111.8919  -53113.3757       1.4839   318.9
0.7970      -53111.9139  -53113.4067       1.4928   320.8
0.7975      -53111.9348  -53113.4378       1.5030   323.0
0.7980      -53111.9405  -53113.4446       1.5041   323.2
0.7985      -53111.9535  -53113.4265       1.4731   316.6
0.7990      -53111.9445  -53113.3846       1.4402   309.5
0.7995      -53112.0047  -53113.3363       1.3317   286.2
0.8000      -53111.9683  -53113.3011       1.3329   286.4
0.8005      -53111.9444  -53113.2914       1.3470   289.5
0.8010      -53111.9096  -53113.3075       1.3979   300.4
0.8015      -53111.8812  -53113.3501       1.4689   315.7
0.8020      -53111.8900  -53113.4169       1.5269   328.1
0.8025      -53111.8976  -53113.4951       1.5975   343.3
0.8030      -53111.8947  -53113.5675       1.6728   359.5
0.8035      -53111.9167  -53113.6106       1.6939   364.0
0.8040      -53111.9227  -53113.6155       1.6928   363.8
0.8045      -53111.8822  -53113.5809       1.6987   365.0
0.8050      -53111.8730  -53113.5182       1.6451   353.5
0.8055      -53111.8845  -53113.4518       1.5673   336.8
0.8060      -53111.8523  -53113.4118       1.5595   335.1
0.8065      -53111.8540  -53113.4105       1.5564   334.5
0.8070      -53111.8411  -53113.4421       1.6011   344.1
0.8075      -53111.8080  -53113.4818       1.6738   359.7
0.8080      -53111.7171  -53113.5035       1.7863   383.9
0.8085      -53111.7090  -53113.4971       1.7881   384.3
0.8090      -53111.6955  -53113.4656       1.7700   380.4
0.8095      -53111.7263  -53113.4249       1.6986   365.0
0.8100      -53111.7370  -53113.3964       1.6594   356.6
0.8105      -53111.7490  -53113.3857       1.6367   351.7
0.8110      -53111.7195  -53113.3975       1.6780   360.6
0.8115      -53111.7539  -53113.4253       1.6714   359.2
0.8120      -53111.8172  -53113.4646       1.6474   354.0
0.8125      -53111.8580  -53113.5170       1.6590   356.5
0.8130      -53111.8616  -53113.5796       1.7180   369.2
0.8135      -53111.8426  -53113.6440       1.8015   387.1
0.8140      -53111.8378  -53113.6926       1.8549   398.6
0.8145      -53111.8938  -53113.7224       1.8286   393.0
0.8150      -53111.9088  -53113.7295       1.8207   391.3
0.8155      -53111.8927  -53113.7221       1.8294   393.1
0.8160      -53111.8873  -53113.7141       1.8267   392.6
0.8165      -53111.8770  -53113.7243       1.8473   397.0
0.8170      -53111.9015  -53113.7512       1.8497   397.5
0.8175      -53111.9144  -53113.7934       1.8789   403.8
0.8180      -53111.8811  -53113.8351       1.9540   419.9
0.8185      -53111.8685  -53113.8572       1.9887   427.4
0.8190      -53111.8592  -53113.8530       1.9938   428.5
0.8195      -53111.9127  -53113.8171       1.9044   409.3
0.8200      -53111.9164  -53113.7565       1.8401   395.4
0.8205      -53111.8691  -53113.6839       1.8148   390.0
0.8210      -53111.8781  -53113.6037       1.7256   370.8
0.8215      -53111.8196  -53113.5281       1.7085   367.1
0.8220      -53111.8199  -53113.4673       1.6474   354.0
0.8225      -53111.8131  -53113.4192       1.6061   345.1
0.8230      -53111.8230  -53113.3892       1.5661   336.6
0.8235      -53111.8206  -53113.3784       1.5578   334.8
0.8240      -53111.8031  -53113.3815       1.5783   339.2
0.8245      -53111.8507  -53113.3927       1.5421   331.4
0.8250      -53111.8833  -53113.4009       1.5176   326.1
0.8255      -53111.8648  -53113.3938       1.5290   328.6
0.8260      -53111.7866  -53113.3663       1.5797   339.5
0.8265      -53111.8010  -53113.3284       1.5274   328.2
0.8270      -53111.7740  -53113.2895       1.5155   325.7
0.8275      -53111.7091  -53113.2656       1.5566   334.5
0.8280      -53111.6945  -53113.2608       1.5663   336.6
0.8285      -53111.6410  -53113.2665       1.6254   349.3
0.8290      -53111.6527  -53113.2655       1.6129   346.6
0.8295      -53111.6525  -53113.2605       1.6080   345.6
0.8300      -53111.6646  -53113.2470       1.5825   340.1
0.8305      -53111.7136  -53113.2269       1.5133   325.2
0.8310      -53111.6795  -53113.1980       1.5184   326.3
0.8315      -53111.6638  -53113.1714       1.5076   324.0
0.8320      -53111.6731  -53113.1470       1.4739   316.7
0.8325      -53111.6626  -53113.1219       1.4593   313.6
0.8330      -53111.6623  -53113.1018       1.4395   309.3
0.8335      -53111.7036  -53113.0927       1.3891   298.5
0.8340      -53111.6276  -53113.0993       1.4717   316.3
0.8345      -53111.6546  -53113.1134       1.4589   313.5
0.8350      -53111.7149  -53113.1304       1.4155   304.2
0.8355      -53111.7525  -53113.1458       1.3932   299.4
0.8360      -53111.8080  -53113.1549       1.3470   289.5
0.8365      -53111.8115  -53113.1570       1.3455   289.1
0.8370      -53111.7726  -53113.1550       1.3824   297.1
0.8375      -53111.7266  -53113.1518       1.4252   306.3
0.8380      -53111.7172  -53113.1615       1.4443   310.4
0.8385      -53111.7018  -53113.1876       1.4858   319.3
0.8390      -53111.7529  -53113.2298       1.4769   317.4
0.8395      -53111.7669  -53113.2870       1.5202   326.7
0.8400      -53111.7269  -53113.3484       1.6215   348.5
0.8405      -53111.7512  -53113.4140       1.6628   357.3
0.8410      -53111.7622  -53113.4766       1.7144   368.4
0.8415      -53111.7587  -53113.5201       1.7614   378.5
0.8420      -53111.7840  -53113.5427       1.7587   377.9
0.8425      -53111.7806  -53113.5449       1.7643   379.1
0.8430      -53111.7531  -53113.5367       1.7836   383.3
0.8435      -53111.6808  -53113.5254       1.8446   396.4
0.8440      -53111.6450  -53113.5159       1.8709   402.1
0.8445      -53111.6742  -53113.5109       1.8367   394.7
0.8450      -53111.6909  -53113.5052       1.8143   389.9
0.8455      -53111.6790  -53113.4956       1.8166   390.4
0.8460      -53111.6646  -53113.4776       1.8131   389.6
0.8465      -53111.7317  -53113.4463       1.7146   368.5
0.8470      -53111.7345  -53113.4131       1.6786   360.7
0.8475      -53111.6743  -53113.3824       1.7081   367.1
0.8480      -53111.6572  -53113.3552       1.6979   364.9
0.8485      -53111.7021  -53113.3328       1.6307   350.4
0.8490      -53111.6501  -53113.3189       1.6689   358.6
0.8495      -53111.6239  -53113.3206       1.6967   364.6
0.8500      -53111.6162  -53113.3456       1.7294   371.6
0.8505      -53111.6292  -53113.3966       1.7674   379.8
0.8510      -53111.6636  -53113.4642       1.8006   387.0
0.8515      -53111.6374  -53113.5319       1.8945   407.1
0.8520      -53111.6440  -53113.5915       1.9476   418.5
0.8525      -53111.6935  -53113.6361       1.9426   417.5
0.8530      -53111.6963  -53113.6659       1.9696   423.3
0.8535      -53111.6902  -53113.6855       1.9953   428.8
0.8540      -53111.7075  -53113.7033       1.9959   428.9
0.8545      -53111.7164  -53113.7271       2.0108   432.1
0.8550      -53111.6668  -53113.7486       2.0818   447.4
0.8555      -53111.6719  -53113.7514       2.0795   446.9
0.8560      -53111.6888  -53113.7304       2.0416   438.7
0.8565      -53111.6952  -53113.6891       1.9939   428.5
0.8570      -53111.6728  -53113.6248       1.9519   419.5
0.8575      -53111.5938  -53113.5500       1.9562   420.4
0.8580      -53111.5718  -53113.4680       1.8962   407.5
0.8585      -53111.6010  -53113.3905       1.7895   384.6
0.8590      -53111.6259  -53113.3237       1.6979   364.9
0.8595      -53111.6031  -53113.2762       1.6731   359.6
0.8600      -53111.6448  -53113.2619       1.6171   347.5
0.8605      -53111.6836  -53113.2739       1.5902   341.7
0.8610      -53111.6400  -53113.3075       1.6675   358.4
0.8615      -53111.6802  -53113.3481       1.6679   358.4
0.8620      -53111.6702  -53113.3798       1.7096   367.4
0.8625      -53111.6481  -53113.3949       1.7468   375.4
0.8630      -53111.5893  -53113.4006       1.8113   389.2
0.8635      -53111.5856  -53113.4119       1.8264   392.5
0.8640      -53111.5644  -53113.4262       1.8617   400.1
0.8645      -53111.6614  -53113.4534       1.7920   385.1
0.8650      -53111.6633  -53113.5062       1.8428   396.0
0.8655      -53111.6374  -53113.5678       1.9304   414.8
0.8660      -53111.6596  -53113.6196       1.9600   421.2
0.8665      -53111.6817  -53113.6546       1.9729   424.0
0.8670      -53111.6832  -53113.6689       1.9856   426.7
0.8675      -53111.7200  -53113.6628       1.9428   417.5
0.8680      -53111.7727  -53113.6375       1.8648   400.7
0.8685      -53111.8088  -53113.6032       1.7944   385.6
0.8690      -53111.8016  -53113.5675       1.7659   379.5
0.8695      -53111.7515  -53113.5394       1.7879   384.2
0.8700      -53111.7655  -53113.5224       1.7569   377.5
0.8705      -53111.7790  -53113.5315       1.7525   376.6
0.8710      -53111.7749  -53113.5680       1.7930   385.3
0.8715      -53111.8004  -53113.6136       1.8132   389.7
0.8720      -53111.7252  -53113.6423       1.9171   412.0
0.8725      -53111.7219  -53113.6329       1.9109   410.7
0.8730      -53111.7056  -53113.5861       1.8804   404.1
0.8735      -53111.6839  -53113.5091       1.8251   392.2
0.8740      -53111.6331  -53113.4163       1.7831   383.2
0.8745      -53111.6480  -53113.3256       1.6775   360.5
0.8750      -53111.6232  -53113.2573       1.6341   351.2
0.8755      -53111.5971  -53113.2219       1.6248   349.2
0.8760      -53111.6139  -53113.2160       1.6022   344.3
0.8765      -53111.6183  -53113.2280       1.6097   345.9
0.8770      -53111.6651  -53113.2444       1.5793   339.4
0.8775      -53111.6783  -53113.2581       1.5798   339.5
0.8780      -53111.6545  -53113.2599       1.6054   345.0
0.8785      -53111.6021  -53113.2400       1.6379   352.0
0.8790      -53111.5770  -53113.2094       1.6324   350.8
0.8795      -53111.5516  -53113.1909       1.6393   352.3
0.8800      -53111.5295  -53113.1965       1.6671   358.3
0.8805      -53111.4774  -53113.2316       1.7542   377.0
0.8810      -53111.5249  -53113.2907       1.7658   379.5
0.8815      -53111.5495  -53113.3649       1.8155   390.1
0.8820      -53111.5908  -53113.4417       1.8509   397.8
0.8825      -53111.6113  -53113.5120       1.9007   408.5
0.8830      -53111.6255  -53113.5634       1.9379   416.5
0.8835      -53111.6269  -53113.5929       1.9660   422.5
0.8840      -53111.6357  -53113.5973       1.9615   421.5
0.8845      -53111.6371  -53113.5737       1.9365   416.2
0.8850      -53111.6004  -53113.5321       1.9317   415.1
0.8855      -53111.5754  -53113.4818       1.9064   409.7
0.8860      -53111.5705  -53113.4340       1.8635   400.5
0.8865      -53111.6059  -53113.3942       1.7883   384.3
0.8870      -53111.6315  -53113.3545       1.7230   370.3
0.8875      -53111.7039  -53113.3171       1.6132   346.7
0.8880      -53111.6915  -53113.2780       1.5865   340.9
0.8885      -53111.6368  -53113.2345       1.5977   343.3
0.8890      -53111.6405  -53113.1954       1.5548   334.1
0.8895      -53111.6420  -53113.1741       1.5322   329.3
0.8900      -53111.6302  -53113.1813       1.5511   333.3
0.8905      -53111.6394  -53113.2158       1.5763   338.8
0.8910      -53111.6827  -53113.2720       1.5893   341.5
0.8915      -53111.6747  -53113.3352       1.6605   356.8
0.8920      -53111.6858  -53113.3969       1.7111   367.7
0.8925      -53111.6383  -53113.4533       1.8151   390.1
0.8930      -53111.6607  -53113.5064       1.8457   396.6
0.8935      -53111.6328  -53113.5482       1.9154   411.6
0.8940      -53111.6524  -53113.5793       1.9269   414.1
0.8945      -53111.6859  -53113.5923       1.9064   409.7
0.8950      -53111.6688  -53113.5878       1.9190   412.4
0.8955      -53111.7250  -53113.5678       1.8428   396.0
0.8960      -53111.7674  -53113.5357       1.7683   380.0
0.8965      -53111.7463  -53113.4877       1.7414   374.2
0.8970      -53111.7444  -53113.4216       1.6772   360.4
